"analysis_family","target_label","estimate","p_value","p_adj","reject","ci_lower","ci_upper","ci_defined","boot_defined_rate","reject_null","notes"
"brown_forsythe","Probe_5308",9.46688116505968,6.55031584528842e-15,2.51935224818786e-14,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_45",1.7981406138836,0.0460373359885718,0.0460373359885718,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_7185",1.7981406138836,0.0460373359885718,0.0460373359885718,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_5998",2.51998305353316,0.00333539340062805,0.00387836441933494,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_13266",8.40029542597035,3.11417558407356e-13,9.15933995315754e-13,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_46",2.18324132417642,0.0117929351133788,0.0128184077319334,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_7186",2.18324132417642,0.0117929351133788,0.0128184077319334,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6731",2.12216997219383,0.0147360244593888,0.01535002547853,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_3597",7.12313993024346,3.76731978946054e-11,7.84858289470947e-11,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_5729",2.12366638544344,0.0146561908779927,0.01535002547853,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_1995",14.3284935370799,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_4454",3.05873917575988,0.000406617861033132,0.000495875440284307,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_4614",10.0693592804742,7.7715611723761e-16,3.88578058618805e-15,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_14347",5.19299649770309,7.38777972131288e-08,1.11936056383529e-07,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6457",5.70966244407969,9.37896316166587e-09,1.56316052694431e-08,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6732",14.736623603236,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_7889",10.6835206397633,1.11022302462516e-16,6.16790569236198e-16,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_1009",6.44558830055184,5.16901077496357e-10,9.9404053364684e-10,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_4351",9.79831870887117,1.99840144432528e-15,8.32667268468867e-15,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_7096",3.55519993160571,5.5613611785077e-05,7.12995022885602e-05,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_4602",4.60342520389576,7.96220152032845e-07,1.10586132226784e-06,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_930",2.39031966865158,0.00545786322637587,0.00620211730269985,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_9236",8.00632488713079,1.33981714611764e-12,3.72171429477122e-12,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_42",7.70222614776363,4.18376444599744e-12,1.04594111149936e-11,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_7182",7.70222614776363,4.18376444599744e-12,1.04594111149936e-11,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_2799",3.16897832789736,0.000262180852331539,0.000327726065414424,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_5989",11.0695382996495,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_331",6.29807203743083,9.20146403515787e-10,1.70397482132553e-09,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_746",3.04457338522462,0.000430139245581218,0.000512070530453831,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_5320",4.47426933830241,1.34330354750745e-06,1.81527506419925e-06,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_3147",9.0698664240732,2.72004641033163e-14,9.62193288008469e-14,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_1277",5.92263195107187,4.03231825707451e-09,6.95227285702501e-09,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_2384",4.7532801600097,4.34345314381801e-07,6.20493306259716e-07,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_928",12.1115914697548,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_8028",5.96600704605317,3.39714545383174e-09,6.06633116755668e-09,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_15809",5.56085270609252,1.69572141883734e-08,2.73503454651183e-08,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_3365",7.12471015438454,3.74473785313967e-11,7.84858289470947e-11,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6729",7.44974027211086,1.08563158462971e-11,2.58483710626121e-11,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_1090",4.32088607125278,2.50139059088106e-06,3.29130340905402e-06,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_3539",8.94900698227875,4.20774526332934e-14,1.31492039479042e-13,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6486",14.5588414046037,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6813",4.80221910784204,3.56432184211997e-07,5.24164976782348e-07,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_13869",14.04172870497,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_5186",7.02228565338094,5.54558621246315e-11,1.10911724249263e-10,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_3720",9.05396479540983,2.88657986402541e-14,9.62193288008469e-14,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_6142",5.55176845610607,1.75825631831827e-08,2.7472754973723e-08,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_3909",12.2744057520173,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_11812",16.7083683017735,0,0,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_2452",9.91042465554105,1.33226762955019e-15,6.05576195250085e-15,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"brown_forsythe","Probe_7001",7.36488194020428,1.49820156281066e-11,3.40500355184242e-11,TRUE,NA,NA,NA,NA,TRUE,"BH-significant Brown-Forsythe heterogeneity screen"
"screening_summary","n_genes",50,NA,NA,NA,NA,NA,NA,NA,NA,"Top-50 branch size"
"screening_summary","n_bf_raw_p_lt_alpha",50,NA,NA,NA,NA,NA,NA,NA,NA,"Raw Brown-Forsythe discoveries"
"screening_summary","n_bh_reject",50,NA,NA,NA,NA,NA,NA,NA,NA,"BH-adjusted Brown-Forsythe discoveries"
"screening_summary","prop_bh_reject",1,NA,NA,NA,NA,NA,NA,NA,NA,"BH-adjusted discovery proportion"
"screening_summary","selected_pair_count",10,NA,NA,NA,NA,NA,NA,NA,NA,"Restricted pairwise bootstrap subset size"
"aggregate","mean_eta_B_int",0.855925626286077,NA,NA,NA,0.838098099323006,0.884462239064298,TRUE,1,TRUE,"Within-group bootstrap CI for aggregate top-50 summary"
"aggregate","mean_pi_R",0.122382027021768,NA,NA,NA,0.0942342206939178,0.143104534458371,TRUE,1,TRUE,"Within-group bootstrap CI for aggregate top-50 summary"
"aggregate","mean_E_R_het_int",0.32895032113841,NA,NA,NA,0.329290266952885,0.363856347708922,TRUE,1,TRUE,"Within-group bootstrap CI for aggregate top-50 summary"
"aggregate","T_het",1.71368915315207,NA,NA,NA,1.42595178763507,2.22595601787385,TRUE,1,TRUE,"Within-group bootstrap CI for aggregate top-50 summary"
"delta_A","Probe_45--Probe_7185",0.667410512047448,NA,NA,NA,0.565939203166652,0.795542208414603,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_46--Probe_7186",0.574191285571742,NA,NA,NA,0.484887705314458,0.718817135719878,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_42--Probe_7182",0.443402772928048,NA,NA,NA,0.338412639768254,0.584585558605752,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_1277--Probe_928",0.468886405925522,NA,NA,NA,0.345431155496188,0.607707653672472,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_5989--Probe_3909",0.450445998875722,NA,NA,NA,0.324861470368688,0.579633503835837,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_4614--Probe_3909",0.468085258043428,NA,NA,NA,0.346078601820877,0.596958390623044,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_4614--Probe_5989",0.489064099661278,NA,NA,NA,0.346633432998862,0.638788136205388,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_3147--Probe_2384",0.461290114073064,NA,NA,NA,0.340913962944264,0.593374491610045,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_6732--Probe_1277",0.493401292740001,NA,NA,NA,0.392391641235946,0.609050142503543,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"delta_A","Probe_928--Probe_3909",0.447817064915394,NA,NA,NA,0.322562831252066,0.585131521162916,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for pairwise dominance contrast"
"r_R_het","Probe_45--Probe_7185",1,NA,NA,NA,1,1,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_46--Probe_7186",1,NA,NA,NA,1,1,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_42--Probe_7182",1,NA,NA,NA,1,1,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_1277--Probe_928",0.996735320586366,NA,NA,NA,0.950302754253685,0.99797022303798,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_5989--Probe_3909",0.988656768754715,NA,NA,NA,0.971447181143859,0.994413712189015,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_4614--Probe_3909",0.987485594668391,NA,NA,NA,0.961708000772553,0.99312223512816,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_4614--Probe_5989",0.986980351782752,NA,NA,NA,0.954553275519585,0.994284949108464,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_3147--Probe_2384",0.985502916188896,NA,NA,NA,0.887982342717663,0.990123702326842,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_6732--Probe_1277",0.983507113813672,NA,NA,NA,0.914913082048602,0.992097887707644,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
"r_R_het","Probe_928--Probe_3909",0.982311492539873,NA,NA,NA,0.946907491474185,0.991937761867375,TRUE,1,TRUE,"Restricted pairwise bootstrap CI for signed heterogeneity-based radius correlation"
